numer_sta;date;pmer;tend;cod_tend;dd;vitesse_vent;temperature;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;;Nom;Latitude;Longitude;Altitude;Region
07005;20130107000000;103130.0;-60.0;8.0;180.0;3.1;279.85;278.15;89.0;13000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;102210.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.7;-10.0;nan;0.0;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1106.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130107000000;103100.0;-90.0;8.0;200.0;1.0;281.05;280.45;96.0;600.0;44.0;4.0;2.0;100.0;7.0;250.0;35.0;61.0;60.0;102520.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1104.0;3100.0;nan;5.0;6.0;270.0;7.0;6.0;570.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130107030000;103060.0;-70.0;6.0;200.0;2.6;279.15;277.95;92.0;nan;0.0;nan;nan;nan;nan;nan;nan;nan;nan;102140.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1105.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130107030000;103020.0;-80.0;6.0;240.0;1.5;280.85;280.45;97.0;4500.0;10.0;nan;nan;100.0;7.0;250.0;35.0;61.0;60.0;102440.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.6;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1103.0;3100.0;nan;4.0;7.0;210.0;8.0;6.0;420.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130107060000;102970.0;-100.0;6.0;180.0;2.1;278.75;277.35;91.0;12000.0;2.0;1.0;1.0;100.0;8.0;150.0;36.0;61.0;60.0;102040.0;nan;nan;nan;278.75;nan;281.35;nan;279.15;nan;nan;nan;4.1;-10.0;2.0;0.0;nan;nan;0.0;0.0;nan;0.0;0.0;710.0;1104.0;nan;nan;8.0;7.0;150.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130107060000;102960.0;-70.0;5.0;210.0;2.1;280.35;279.65;95.0;5000.0;3.0;nan;nan;100.0;8.0;450.0;35.0;61.0;60.0;102370.0;nan;nan;nan;280.25;nan;281.75;nan;280.15;nan;nan;nan;3.6;-10.0;1.0;0.0;0.0;-60.0;0.0;0.0;nan;0.0;0.0;710.0;1104.0;3100.0;nan;8.0;6.0;510.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130107090000;102990.0;20.0;3.0;200.0;3.1;278.75;277.25;90.0;10000.0;2.0;1.0;1.0;100.0;8.0;250.0;36.0;61.0;60.0;102060.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.7;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1106.0;3100.0;nan;8.0;7.0;210.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130107090000;102920.0;-40.0;6.0;220.0;5.1;279.85;278.75;93.0;5000.0;2.0;1.0;1.0;100.0;8.0;250.0;36.0;61.0;60.0;102330.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.7;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1109.0;3100.0;nan;8.0;7.0;210.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130107120000;102900.0;-80.0;8.0;170.0;3.1;279.15;277.15;87.0;20000.0;2.0;1.0;1.0;100.0;8.0;800.0;35.0;61.0;60.0;101980.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1105.0;3100.0;nan;8.0;6.0;600.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130107120000;102900.0;-20.0;8.0;220.0;4.6;280.15;278.15;87.0;8000.0;2.0;1.0;1.0;100.0;8.0;450.0;35.0;61.0;60.0;102310.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.2;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1108.0;3100.0;nan;8.0;6.0;300.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130107150000;102800.0;-100.0;6.0;220.0;2.6;279.25;277.25;87.0;15000.0;2.0;1.0;1.0;100.0;8.0;450.0;35.0;61.0;60.0;101880.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1105.0;3100.0;nan;8.0;6.0;480.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130107150000;102800.0;-100.0;5.0;220.0;4.6;279.95;277.95;87.0;8000.0;2.0;1.0;1.0;100.0;8.0;450.0;35.0;61.0;60.0;102210.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.2;-10.0;nan;nan;0.0;-30.0;0.2;0.2;nan;nan;nan;710.0;1106.0;3100.0;nan;8.0;6.0;330.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130107180000;102810.0;10.0;2.0;210.0;2.1;278.75;277.75;93.0;6000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;101890.0;nan;nan;nan;278.55;nan;279.35;nan;nan;nan;nan;nan;5.1;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1105.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130107180000;102800.0;0.0;5.0;260.0;2.6;279.55;277.05;84.0;11000.0;2.0;1.0;1.0;100.0;8.0;450.0;35.0;61.0;60.0;102210.0;nan;nan;nan;279.55;nan;280.35;nan;nan;nan;nan;nan;4.6;-10.0;nan;nan;0.0;-60.0;0.0;0.0;nan;0.2;nan;710.0;1105.0;3100.0;nan;8.0;6.0;450.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130107210000;102800.0;-20.0;8.0;180.0;1.5;278.35;277.75;96.0;10000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;101870.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.1;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130107210000;102790.0;-10.0;8.0;250.0;3.6;279.05;277.05;87.0;11000.0;2.0;1.0;1.0;100.0;8.0;450.0;35.0;61.0;60.0;102200.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1105.0;3100.0;nan;8.0;6.0;330.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130108000000;102730.0;-60.0;7.0;170.0;2.1;278.95;277.95;93.0;10000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;101810.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;0.0;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130108000000;102750.0;-40.0;6.0;240.0;2.6;278.75;277.55;92.0;6000.0;2.0;1.0;1.0;100.0;8.0;250.0;36.0;61.0;60.0;102160.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.7;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1106.0;3100.0;nan;8.0;7.0;270.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130108030000;102750.0;20.0;2.0;190.0;2.1;279.25;277.85;91.0;nan;0.0;nan;nan;nan;nan;nan;nan;nan;nan;101830.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.1;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130108030000;102740.0;-10.0;6.0;220.0;3.6;278.65;276.95;89.0;15000.0;0.0;nan;nan;100.0;8.0;800.0;35.0;61.0;60.0;102150.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.6;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1105.0;3100.0;nan;8.0;6.0;690.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130108060000;102730.0;-20.0;6.0;210.0;3.6;279.45;277.25;86.0;12000.0;2.0;1.0;1.0;100.0;8.0;250.0;35.0;61.0;60.0;101810.0;nan;nan;nan;278.35;nan;279.55;nan;278.15;nan;nan;nan;4.6;-10.0;1.0;0.0;nan;nan;0.0;0.0;nan;0.0;0.0;710.0;1105.0;nan;nan;3.0;7.0;180.0;7.0;6.0;450.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130108060000;102690.0;-50.0;6.0;200.0;3.1;279.05;277.25;88.0;15000.0;2.0;nan;nan;100.0;8.0;800.0;35.0;61.0;60.0;102100.0;nan;nan;nan;278.65;nan;279.55;nan;278.15;nan;nan;nan;4.6;-10.0;1.0;0.0;0.0;-60.0;0.0;0.0;nan;0.0;0.2;710.0;1105.0;3100.0;nan;8.0;6.0;630.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130108090000;102770.0;40.0;2.0;150.0;2.6;279.35;277.55;88.0;10000.0;2.0;1.0;1.0;100.0;8.0;800.0;35.0;61.0;60.0;101850.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.1;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1104.0;3100.0;nan;8.0;6.0;600.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130108090000;102730.0;40.0;3.0;220.0;4.6;279.75;277.55;86.0;15000.0;2.0;1.0;1.0;100.0;8.0;800.0;35.0;61.0;60.0;102140.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.2;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1106.0;3100.0;nan;8.0;6.0;660.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130108120000;102770.0;0.0;0.0;160.0;3.1;280.05;277.85;86.0;10000.0;2.0;1.0;1.0;100.0;8.0;800.0;35.0;61.0;60.0;101850.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.6;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1105.0;3100.0;nan;8.0;6.0;600.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130108120000;102740.0;20.0;0.0;210.0;5.7;280.05;277.35;83.0;7000.0;2.0;1.0;1.0;100.0;8.0;800.0;35.0;61.0;60.0;102160.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.2;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1108.0;3100.0;nan;8.0;6.0;630.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130108150000;102680.0;-90.0;6.0;180.0;3.6;280.35;278.35;87.0;8000.0;2.0;1.0;1.0;100.0;8.0;800.0;35.0;61.0;60.0;101760.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1105.0;3100.0;nan;8.0;6.0;750.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130108150000;102650.0;-100.0;6.0;200.0;6.2;279.65;277.65;87.0;10000.0;2.0;1.0;1.0;100.0;8.0;800.0;35.0;61.0;60.0;102060.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.2;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1108.0;3100.0;nan;8.0;6.0;720.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130108180000;102680.0;0.0;5.0;170.0;3.6;279.65;277.95;89.0;8000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;101760.0;nan;nan;nan;279.25;nan;280.35;nan;nan;nan;nan;nan;5.1;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1105.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130108180000;102680.0;30.0;2.0;210.0;4.6;278.85;277.05;88.0;10000.0;2.0;1.0;1.0;100.0;8.0;450.0;35.0;61.0;60.0;102090.0;nan;nan;nan;278.85;nan;280.15;nan;nan;nan;nan;nan;7.2;-10.0;nan;nan;0.0;-60.0;0.0;0.0;nan;0.0;nan;710.0;1107.0;3100.0;nan;5.0;6.0;300.0;8.0;6.0;750.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130108210000;102660.0;-20.0;8.0;180.0;2.6;279.35;277.85;90.0;8000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;101740.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130108210000;102650.0;-30.0;8.0;210.0;4.1;278.55;277.05;90.0;9000.0;2.0;1.0;1.0;100.0;7.0;250.0;35.0;61.0;60.0;102060.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.7;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1107.0;3100.0;nan;3.0;7.0;270.0;7.0;6.0;450.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130109000000;102580.0;-80.0;6.0;200.0;3.1;278.75;277.85;94.0;4900.0;10.0;nan;nan;nan;nan;nan;nan;nan;nan;101660.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;nan;0.0;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1105.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130109000000;102540.0;-110.0;6.0;210.0;4.1;278.05;277.05;93.0;7000.0;2.0;1.0;1.0;100.0;7.0;250.0;36.0;61.0;60.0;101950.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1105.0;3100.0;nan;7.0;7.0;240.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130109030000;102460.0;-120.0;6.0;170.0;3.1;278.65;277.75;94.0;5000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;101540.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.7;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1106.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130109030000;102440.0;-100.0;8.0;220.0;4.1;278.25;277.35;94.0;4500.0;10.0;nan;nan;100.0;8.0;150.0;36.0;61.0;60.0;101850.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.7;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1107.0;3100.0;nan;8.0;7.0;120.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130109060000;102280.0;-180.0;6.0;180.0;3.6;278.65;277.95;95.0;8000.0;50.0;5.0;2.0;100.0;8.0;450.0;37.0;61.0;60.0;101360.0;nan;nan;nan;278.55;nan;279.65;nan;278.15;nan;nan;nan;6.2;-10.0;1.0;0.0;nan;nan;0.0;0.2;nan;0.2;0.2;710.0;1106.0;nan;nan;3.0;7.0;300.0;8.0;6.0;600.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130109060000;102270.0;-170.0;6.0;200.0;3.6;278.35;277.75;96.0;2100.0;51.0;nan;nan;100.0;8.0;150.0;37.0;61.0;60.0;101680.0;nan;nan;nan;277.85;nan;278.85;nan;277.15;nan;nan;nan;6.2;-10.0;1.0;0.0;0.0;-60.0;0.2;0.2;nan;0.2;0.2;710.0;1106.0;3100.0;nan;8.0;7.0;120.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130109090000;102250.0;-30.0;6.0;160.0;2.6;278.65;278.35;98.0;4000.0;58.0;6.0;5.0;100.0;8.0;150.0;37.0;61.0;60.0;101330.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.6;-10.0;nan;nan;0.0;-30.0;0.4;0.4;nan;nan;nan;710.0;1105.0;3100.0;nan;8.0;7.0;120.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130109090000;102240.0;-30.0;8.0;220.0;4.6;278.25;277.85;97.0;4000.0;60.0;6.0;5.0;100.0;8.0;150.0;37.0;61.0;60.0;101650.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.7;-10.0;nan;nan;0.0;-30.0;0.2;0.4;nan;nan;nan;710.0;1107.0;3100.0;nan;7.0;7.0;150.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130109120000;102160.0;-90.0;8.0;190.0;1.5;279.45;279.15;98.0;3000.0;51.0;6.0;5.0;100.0;8.0;80.0;37.0;61.0;60.0;101240.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;0.0;-60.0;0.2;0.4;0.8;nan;nan;710.0;1104.0;3100.0;nan;8.0;7.0;90.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130109120000;102120.0;-110.0;8.0;nan;4.6;278.65;278.25;97.0;4000.0;51.0;6.0;5.0;100.0;8.0;150.0;37.0;61.0;60.0;101540.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.2;-10.0;nan;nan;0.0;-60.0;0.2;1.0;2.0;nan;nan;710.0;1107.0;3100.0;nan;8.0;7.0;120.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130109150000;102050.0;-100.0;5.0;200.0;1.5;280.25;280.15;99.0;2500.0;50.0;6.0;5.0;100.0;8.0;80.0;37.0;61.0;60.0;101140.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.1;-10.0;nan;nan;0.0;-30.0;0.0;0.4;nan;nan;nan;710.0;1103.0;3100.0;nan;8.0;7.0;90.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130109150000;102020.0;-100.0;6.0;nan;nan;279.25;278.85;97.0;2500.0;51.0;5.0;5.0;100.0;8.0;80.0;37.0;61.0;60.0;101440.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0.0;-30.0;0.0;0.2;nan;nan;nan;3100.0;nan;nan;nan;8.0;7.0;60.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130109180000;101990.0;-60.0;6.0;210.0;1.5;280.45;280.35;99.0;1200.0;10.0;nan;nan;nan;nan;nan;nan;nan;nan;101080.0;nan;nan;nan;278.55;nan;280.55;nan;nan;nan;nan;nan;2.6;-10.0;nan;0.0;nan;nan;0.0;0.2;nan;1.0;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130109180000;101980.0;-40.0;7.0;200.0;1.0;279.45;279.15;98.0;500.0;47.0;5.0;4.0;101.0;nan;nan;62.0;61.0;60.0;101400.0;nan;nan;nan;278.15;nan;279.55;nan;nan;nan;nan;nan;2.1;-10.0;nan;nan;0.0;-60.0;0.0;0.0;nan;2.0;nan;710.0;1102.0;3100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130109210000;101970.0;-20.0;8.0;140.0;0.5;280.45;280.35;99.0;200.0;45.0;nan;nan;nan;nan;nan;nan;nan;nan;101060.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;1.0;-10.0;nan;0.0;nan;nan;0.2;0.2;nan;nan;nan;710.0;1101.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130109210000;101940.0;-40.0;8.0;0.0;0.0;279.95;279.85;99.0;1500.0;10.0;5.0;4.0;100.0;8.0;150.0;36.0;61.0;60.0;101360.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1104.0;3100.0;nan;8.0;7.0;150.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130110000000;101860.0;-110.0;8.0;100.0;1.0;280.25;280.15;99.0;100.0;45.0;nan;nan;nan;nan;nan;nan;nan;nan;100950.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;1.5;-10.0;nan;nan;nan;nan;0.0;0.0;0.2;nan;nan;710.0;1102.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130110000000;101830.0;-110.0;8.0;210.0;1.0;279.25;278.95;98.0;800.0;42.0;5.0;4.0;100.0;8.0;450.0;36.0;61.0;60.0;101250.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;1.5;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1102.0;3100.0;nan;8.0;7.0;360.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130110030000;101730.0;-130.0;6.0;0.0;0.0;279.85;279.75;99.0;200.0;45.0;nan;nan;nan;nan;nan;nan;nan;nan;100820.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;1.5;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1102.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130110030000;101740.0;-90.0;6.0;240.0;1.5;278.15;277.85;98.0;4000.0;10.0;nan;nan;100.0;8.0;450.0;35.0;61.0;60.0;101160.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.6;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1103.0;3100.0;nan;7.0;6.0;570.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130110060000;101660.0;-70.0;6.0;90.0;1.0;279.55;279.45;99.0;2000.0;50.0;5.0;5.0;100.0;8.0;80.0;37.0;61.0;60.0;100750.0;nan;nan;nan;279.55;nan;280.45;nan;279.15;nan;nan;nan;1.5;-10.0;2.0;0.0;nan;nan;0.0;0.4;nan;0.6;2.0;710.0;1102.0;nan;nan;8.0;7.0;90.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130110060000;101630.0;-110.0;6.0;260.0;1.0;277.95;277.65;98.0;7000.0;1.0;nan;nan;100.0;8.0;800.0;35.0;61.0;60.0;101050.0;nan;nan;nan;277.95;nan;280.15;nan;277.15;nan;nan;nan;1.5;-10.0;2.0;0.0;0.0;-60.0;0.0;0.0;nan;0.0;1.8;710.0;1102.0;3100.0;nan;7.0;6.0;840.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130110090000;101600.0;-60.0;6.0;220.0;0.5;279.95;279.85;99.0;2000.0;28.0;5.0;4.0;100.0;8.0;150.0;35.0;61.0;60.0;100690.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.6;-10.0;nan;nan;0.0;-30.0;0.0;0.2;nan;nan;nan;710.0;1103.0;3100.0;nan;1.0;7.0;90.0;5.0;6.0;330.0;8.0;6.0;1500.0;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
