numer_sta;date;pmer;dd;ff;t;td;u;pres;rr6;
07558;20130101000000;0.9715016615266375;-0.6072505941966405;0.22673166307674886;-0.6140490524475913;-0.563203681664196;0.0041922217517624365;-1.5582655394323448;-0.5710043967338548;
07577;20130101000000;1.3895316363659833;-0.19283936066845098;-0.6401835192755254;-0.3541341096126304;-0.20151324389819894;0.31860885313389603;0.6075039334458919;-0.5710043967338548;
07591;20130101000000;nan;-1.850484294781209;-0.4734690611308573;-1.6049747720058605;-2.285539099597497;-2.7207519168933954;-1.975190153720274;-0.5710043967338548;
07607;20130101000000;0.7624866741069646;-0.6072505941966405;-1.3403842434831317;-0.24042132212233844;0.02239036043313213;0.7378310283100742;0.568329808613469;0.14275109918346368;
07621;20130101000000;0.9715016615266375;0.08343479501700872;-1.1736697853384634;-0.565315000666035;-0.373746785691529;0.5282199407219851;-0.4278122228395701;-0.5710043967338548;
07627;20130101000000;1.1235125614682178;-2.541169683994858;-1.673813159772468;-1.1988576738262398;-1.0282342445061854;0.5282199407219851;-0.5817105703955171;-0.5710043967338548;
07630;20130101000000;0.8954962115558474;-0.19283936066845098;-0.8068979774201935;-0.09421916677766942;-0.029279702104868854;0.0041922217517624365;0.2801201759177864;-0.5710043967338548;
07643;20130101000000;1.199518011439008;-1.850484294781209;-0.14004014484152122;-0.20793195426797062;0.03961371461245926;0.6330254845160296;0.8061727093817508;-0.5710043967338548;
07650;20130101000000;1.484538448829471;-1.2979359834102897;0.026674313303146926;0.14945109213010302;0.005167006253795203;-0.7294465848065492;0.7669985845493279;-0.5710043967338548;
07661;20130101000000;1.693553436249144;-0.46911351635391063;-0.14004014484152122;0.14945109213010302;0.0740604229711331;-0.5198354972184602;0.4536055858899448;-0.5710043967338548;
07690;20130101000000;1.8265629736980267;2.0173538848152264;0.22673166307674886;-0.5328256328116672;-0.9593408277888473;-1.5678909351589054;0.8369523788929403;-0.5710043967338548;
07747;20130101000000;0.5724730491799892;1.0503943399161175;-0.9736124355648617;-0.7115171560106948;-0.40819349405019306;0.9474421158981632;0.5907150228034249;-0.5710043967338548;
07761;20130101000000;1.902568423668817;-2.1267584504666686;-0.30675460298618934;-0.5165809488844787;-0.4943102649468581;-0.1006133220422821;0.9069061732365525;-0.5710043967338548;
07790;20130101000000;1.8645656986834218;-0.19283936066845098;-1.1736697853384634;-0.27291068997670626;-0.35652343151219207;-0.5198354972184602;0.8901172625940855;-0.5710043967338548;
61968;20130101000000;-0.49160325041107295;-0.7453876720393704;-1.5070987016277997;2.374972790154423;2.7609036749470763;0.7378310283100742;0.5711279603872135;0.14275109918346368;
61970;20130101000000;-0.5106046129037705;-2.541169683994858;-1.673813159772468;2.878557991897147;3.1398174668924006;0.2138033093398515;0.551540897971002;-0.5710043967338548;
61972;20130101000000;-0.41559780044028277;-0.19283936066845098;-1.1736697853384634;2.6673771008437517;2.8125737374850774;-0.1006133220422821;0.5767242639347024;-0.5710043967338548;
61976;20130101000000;-1.270659112611672;nan;nan;2.878557991897147;nan;nan;-5.167881327562739;0.49962884714212297;
61980;20130101000000;0.002432174399063073;-0.7453876720393704;0.393446121221417;2.537419629426271;2.037522799415092;-1.8823075665410391;nan;-0.5710043967338548;
61996;20130101000000;-1.1376495751627893;0.9122572620733878;2.62741986035997;0.831727817071864;0.6424311108891145;-0.9390576723946383;nan;nan;
61997;20130101000000;-1.061644125191999;1.602942651287037;1.4270757617183596;-0.679027788156327;-0.5459803274848591;0.31860885313389603;nan;-0.4282532975503912;
