numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;;Nom;Latitude;Longitude;Altitude;Region;code_insee_region;consommation_brute_electricite_rte;consommation_brute_gaz_grtgaz;consommation_brute_gaz_terega;consommation_brute_gaz_totale;consommation_brute_totale;date;heure;statut_grtgaz;statut_rte;statut_terega
07020;20130109180000;102070.0;-30.0;7.0;180.0;2.6;282.25;281.65;96.0;200.0;47.0;5.0;4.0;101.0;nan;nan;62.0;61.0;60.0;101800.0;nan;nan;nan;282.25;nan;282.95;nan;nan;nan;nan;nan;5.1;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1105.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;PTE DE LA HAGUE;49.725167;-1.939833;6.0;Normandie;28;4651.0;6784.0;nan;6784.0;11435.0;2013-09-01;18:00;Définitif;Définitif;nan
07027;20130109180000;102030.0;-60.0;7.0;220.0;1.0;281.05;279.95;93.0;35000.0;0.0;nan;nan;100.0;nan;450.0;nan;nan;nan;101210.0;nan;nan;nan;279.35;nan;281.75;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;nan;nan;0.0;0.0;nan;2.0;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;CAEN-CARPIQUET;49.18;-0.456167;67.0;Normandie;28;4651.0;6784.0;nan;6784.0;11435.0;2013-09-01;18:00;Définitif;Définitif;nan
07037;20130109180000;102050.0;-60.0;6.0;220.0;2.1;279.35;278.95;97.0;200.0;45.0;nan;nan;101.0;nan;nan;62.0;61.0;60.0;100180.0;nan;nan;nan;276.75;nan;279.35;nan;nan;nan;nan;nan;3.1;-10.0;nan;nan;nan;nan;0.0;0.2;nan;1.0;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ROUEN-BOOS;49.383;1.181667;151.0;Normandie;28;4651.0;6784.0;nan;6784.0;11435.0;2013-09-01;18:00;Définitif;Définitif;nan
07072;20130109180000;102110.0;-90.0;6.0;200.0;1.5;276.95;276.25;95.0;9000.0;0.0;nan;nan;100.0;nan;250.0;nan;nan;nan;100930.0;nan;nan;nan;276.05;nan;277.75;nan;nan;nan;nan;nan;2.6;-10.0;nan;nan;nan;nan;0.0;0.2;nan;0.4;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;REIMS-PRUNAY;49.209667;4.155333;95.0;Grand Est;44;7589.0;12946.0;nan;12946.0;20535.0;2013-09-01;18:00;Définitif;Définitif;nan
07110;20130109180000;101980.0;-20.0;7.0;220.0;2.1;282.95;282.35;96.0;15000.0;1.0;5.0;2.0;90.0;7.0;450.0;38.0;23.0;60.0;100820.0;nan;nan;nan;282.95;nan;284.95;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;0.0;-60.0;0.0;0.0;nan;0.6;nan;710.0;1104.0;3100.0;nan;2.0;8.0;300.0;3.0;6.0;690.0;7.0;3.0;3600.0;nan;nan;nan;;BREST-GUIPAVAS;48.444167;-4.412;94.0;Bretagne;53;3619.0;2741.0;nan;2741.0;6360.0;2013-09-01;18:00;Définitif;Définitif;nan
07117;20130109180000;101960.0;-30.0;6.0;80.0;1.0;284.15;283.35;95.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;101260.0;nan;nan;nan;283.95;nan;286.15;nan;nan;nan;nan;nan;2.1;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.4;nan;710.0;1102.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;PLOUMANAC'H;48.825833;-3.473167;55.0;Bretagne;53;3619.0;2741.0;nan;2741.0;6360.0;2013-09-01;18:00;Définitif;Définitif;nan
07130;20130109180000;102100.0;-60.0;6.0;180.0;1.5;281.15;280.75;97.0;2600.0;10.0;nan;nan;100.0;nan;80.0;nan;nan;nan;101570.0;nan;nan;nan;278.65;nan;281.25;nan;nan;nan;nan;nan;3.1;-10.0;nan;0.0;nan;nan;0.0;0.4;nan;0.8;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;RENNES-ST JACQUES;48.068833;-1.734;36.0;Bretagne;53;3619.0;2741.0;nan;2741.0;6360.0;2013-09-01;18:00;Définitif;Définitif;nan
07139;20130109180000;102130.0;-90.0;6.0;200.0;2.6;277.75;277.45;98.0;5000.0;0.0;nan;nan;100.0;nan;80.0;nan;nan;nan;100350.0;nan;nan;nan;276.65;nan;277.85;nan;nan;nan;nan;nan;4.1;-10.0;nan;nan;nan;nan;0.2;0.4;nan;0.4;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ALENCON;48.4455;0.110167;143.0;Normandie;28;4651.0;6784.0;nan;6784.0;11435.0;2013-09-01;18:00;Définitif;Définitif;nan
07168;20130109180000;102210.0;-90.0;8.0;180.0;2.1;275.45;274.85;96.0;3900.0;10.0;nan;nan;100.0;nan;150.0;nan;nan;nan;100730.0;nan;nan;nan;274.85;nan;275.95;nan;nan;nan;nan;nan;4.1;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;TROYES-BARBEREY;48.324667;4.02;112.0;Grand Est;44;7589.0;12946.0;nan;12946.0;20535.0;2013-09-01;18:00;Définitif;Définitif;nan
07181;20130109180000;102190.0;-100.0;6.0;210.0;2.6;273.75;273.35;97.0;600.0;45.0;nan;nan;101.0;nan;nan;62.0;61.0;60.0;97940.0;nan;nan;nan;273.25;nan;273.95;nan;nan;nan;nan;nan;4.1;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;NANCY-OCHEY;48.581;5.959833;336.0;Grand Est;44;7589.0;12946.0;nan;12946.0;20535.0;2013-09-01;18:00;Définitif;Définitif;nan
07190;20130109180000;102170.0;-70.0;8.0;180.0;2.1;275.05;274.05;93.0;4400.0;51.0;nan;nan;100.0;nan;250.0;nan;nan;nan;100280.0;nan;nan;nan;275.05;nan;275.65;nan;nan;nan;nan;nan;4.1;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;STRASBOURG-ENTZHEIM;48.5495;7.640333;150.0;Grand Est;44;7589.0;12946.0;nan;12946.0;20535.0;2013-09-01;18:00;Définitif;Définitif;nan
07207;20130109180000;102110.0;-40.0;6.0;190.0;4.6;284.25;282.95;92.0;15000.0;50.0;2.0;2.0;100.0;8.0;800.0;35.0;61.0;60.0;101590.0;nan;nan;nan;283.45;nan;284.75;nan;nan;nan;nan;nan;6.2;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1106.0;2437.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;BELLE ILE-LE TALUT;47.294333;-3.218333;34.0;Bretagne;53;3619.0;2741.0;nan;2741.0;6360.0;2013-09-01;18:00;Définitif;Définitif;nan
07222;20130109180000;102150.0;-70.0;7.0;180.0;3.1;280.75;279.65;93.0;8000.0;2.0;1.0;1.0;100.0;7.0;450.0;35.0;61.0;60.0;101830.0;nan;nan;nan;278.55;nan;280.75;nan;nan;nan;nan;nan;4.6;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1105.0;nan;nan;4.0;6.0;480.0;7.0;6.0;780.0;nan;nan;nan;nan;nan;nan;;NANTES-BOUGUENAIS;47.15;-1.608833;26.0;Pays de la Loire;52;4636.0;5325.0;nan;5325.0;9961.0;2013-09-01;18:00;Définitif;Définitif;nan
07240;20130109180000;102240.0;-60.0;6.0;180.0;1.5;277.05;276.15;94.0;6000.0;10.0;nan;nan;100.0;8.0;150.0;36.0;61.0;60.0;100840.0;nan;nan;nan;275.65;nan;277.25;nan;nan;nan;nan;nan;2.6;-10.0;nan;nan;0.0;-60.0;0.0;0.0;nan;0.0;nan;710.0;1103.0;3100.0;nan;8.0;7.0;150.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;TOURS;47.4445;0.727333;108.0;Centre-Val de Loire;24;3377.0;3668.0;nan;3668.0;7045.0;2013-09-01;18:00;Définitif;Définitif;nan
07255;20130109180000;102310.0;-70.0;7.0;210.0;1.0;275.05;273.75;91.0;19000.0;0.0;nan;nan;100.0;nan;250.0;nan;nan;nan;100230.0;nan;nan;nan;274.35;nan;275.05;nan;nan;nan;nan;nan;1.5;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1102.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;BOURGES;47.059167;2.359833;161.0;Centre-Val de Loire;24;3377.0;3668.0;nan;3668.0;7045.0;2013-09-01;18:00;Définitif;Définitif;nan
07299;20130109180000;102220.0;-30.0;6.0;270.0;2.6;274.25;272.35;87.0;10000.0;2.0;1.0;1.0;100.0;8.0;250.0;36.0;61.0;60.0;98820.0;nan;nan;nan;273.45;nan;274.95;nan;nan;nan;nan;nan;7.2;-10.0;nan;nan;0.0;-60.0;0.0;0.0;nan;0.0;nan;710.0;1107.0;3100.0;nan;8.0;7.0;270.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;BALE-MULHOUSE;47.614333;7.51;263.0;Grand Est;44;7589.0;12946.0;nan;12946.0;20535.0;2013-09-01;18:00;Définitif;Définitif;nan
07314;20130109180000;102270.0;-40.0;8.0;140.0;2.6;280.75;279.25;90.0;20000.0;2.0;1.0;1.0;100.0;8.0;450.0;38.0;61.0;60.0;101990.0;nan;nan;nan;279.05;nan;281.45;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1104.0;nan;nan;1.0;8.0;480.0;8.0;6.0;990.0;nan;nan;nan;nan;nan;nan;;PTE DE CHASSIRON;46.046833;-1.4115;11.0;Nouvelle-Aquitaine;75;7296.0;3545.0;3381.0;6926.0;14222.0;2013-09-01;18:00;Définitif;Définitif;Définitif
07335;20130109180000;102280.0;-40.0;7.0;230.0;1.0;277.35;276.05;91.0;11000.0;0.0;nan;nan;100.0;nan;250.0;nan;nan;nan;100790.0;nan;nan;nan;275.45;nan;277.35;nan;nan;nan;nan;nan;2.1;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1102.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;POITIERS-BIARD;46.593833;0.314333;123.0;Nouvelle-Aquitaine;75;7296.0;3545.0;3381.0;6926.0;14222.0;2013-09-01;18:00;Définitif;Définitif;Définitif
07434;20130109180000;102290.0;-40.0;8.0;250.0;1.0;275.15;273.95;92.0;12000.0;0.0;nan;nan;100.0;nan;250.0;nan;nan;nan;97340.0;nan;nan;nan;273.45;nan;275.25;nan;nan;nan;nan;nan;2.6;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LIMOGES-BELLEGARDE;45.861167;1.175;402.0;Nouvelle-Aquitaine;75;7296.0;3545.0;3381.0;6926.0;14222.0;2013-09-01;18:00;Définitif;Définitif;Définitif
07510;20130109180000;102300.0;0.0;4.0;360.0;1.5;280.25;278.85;91.0;nan;0.0;nan;nan;90.0;7.0;450.0;35.0;61.0;60.0;101710.0;nan;nan;nan;278.45;nan;281.85;nan;nan;nan;nan;nan;3.1;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1103.0;nan;nan;7.0;6.0;420.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;BORDEAUX-MERIGNAC;44.830667;-0.691333;47.0;Nouvelle-Aquitaine;75;7296.0;3545.0;3381.0;6926.0;14222.0;2013-09-01;18:00;Définitif;Définitif;Définitif
07535;20130109180000;102360.0;-20.0;7.0;100.0;1.5;274.75;274.05;95.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;99110.0;nan;nan;nan;274.05;nan;276.05;nan;nan;nan;nan;nan;3.1;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;GOURDON;44.745;1.396667;260.0;Occitanie;76;6610.0;1791.0;3862.0;5653.0;12263.0;2013-09-01;18:00;Définitif;Définitif;Définitif
07558;20130109180000;102260.0;-10.0;8.0;0.0;0.0;272.15;271.75;97.0;50.0;49.0;nan;nan;nan;nan;nan;nan;nan;nan;93580.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0.0;-10.0;nan;0.0;nan;nan;0.0;nan;nan;nan;nan;710.0;1100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;MILLAU;44.1185;3.0195;712.0;Occitanie;76;6610.0;1791.0;3862.0;5653.0;12263.0;2013-09-01;18:00;Définitif;Définitif;Définitif
07607;20130109180000;102290.0;-10.0;7.0;0.0;0.0;280.95;277.55;79.0;50000.0;0.0;nan;nan;100.0;nan;800.0;nan;nan;nan;101560.0;nan;nan;nan;279.15;nan;283.15;nan;nan;nan;nan;nan;1.5;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1102.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;MONT-DE-MARSAN;43.909833;-0.500167;59.0;Nouvelle-Aquitaine;75;7296.0;3545.0;3381.0;6926.0;14222.0;2013-09-01;18:00;Définitif;Définitif;Définitif
07621;20130109180000;102350.0;30.0;3.0;240.0;1.0;276.45;275.45;93.0;6000.0;0.0;nan;nan;100.0;nan;nan;nan;nan;nan;97880.0;nan;nan;nan;275.55;nan;281.15;nan;nan;nan;nan;nan;2.6;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;TARBES-OSSUN;43.188;0.0;360.0;Occitanie;76;6610.0;1791.0;3862.0;5653.0;12263.0;2013-09-01;18:00;Définitif;Définitif;Définitif
07627;20130109180000;102390.0;-20.0;5.0;230.0;1.0;273.85;273.15;95.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;97310.0;nan;nan;nan;272.95;nan;277.45;nan;nan;nan;nan;nan;1.5;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1102.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ST GIRONS;43.005333;1.106833;414.0;Occitanie;76;6610.0;1791.0;3862.0;5653.0;12263.0;2013-09-01;18:00;Définitif;Définitif;Définitif
07630;20130109180000;102350.0;-20.0;6.0;30.0;1.0;277.75;275.25;84.0;20000.0;0.0;nan;nan;90.0;7.0;450.0;35.0;61.0;60.0;100490.0;nan;nan;nan;277.25;nan;277.75;nan;nan;nan;nan;nan;2.1;-10.0;nan;nan;0.0;-60.0;0.0;0.0;nan;0.0;nan;710.0;1102.0;3100.0;nan;7.0;6.0;480.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;TOULOUSE-BLAGNAC;43.621;1.378833;151.0;Occitanie;76;6610.0;1791.0;3862.0;5653.0;12263.0;2013-09-01;18:00;Définitif;Définitif;Définitif
07643;20130109180000;102050.0;-60.0;7.0;280.0;1.0;277.25;274.15;80.0;6000.0;2.0;1.0;1.0;60.0;0.0;8000.0;30.0;20.0;11.0;101950.0;nan;nan;nan;271.75;nan;283.05;nan;nan;nan;nan;nan;2.6;-10.0;nan;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1103.0;nan;nan;5.0;0.0;7800.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;MONTPELLIER;43.577;3.963167;2.0;Occitanie;76;6610.0;1791.0;3862.0;5653.0;12263.0;2013-09-01;18:00;Définitif;Définitif;Définitif
07747;20130109180000;102060.0;-60.0;8.0;0.0;0.0;281.85;279.15;83.0;4000.0;10.0;2.0;2.0;100.0;8.0;450.0;36.0;61.0;60.0;101520.0;nan;nan;nan;274.55;nan;282.45;nan;nan;nan;nan;nan;1.5;-10.0;nan;nan;0.0;-60.0;0.0;0.0;nan;0.0;nan;710.0;1102.0;3100.0;nan;8.0;7.0;450.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;PERPIGNAN;42.737167;2.872833;42.0;Occitanie;76;6610.0;1791.0;3862.0;5653.0;12263.0;2013-09-01;18:00;Définitif;Définitif;Définitif
07005;20130109210000;101970.0;-20.0;8.0;140.0;0.5;280.45;280.35;99.0;200.0;45.0;nan;nan;nan;nan;nan;nan;nan;nan;101060.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;1.0;-10.0;nan;0.0;nan;nan;0.2;0.2;nan;nan;nan;710.0;1101.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;7531.0;11126.0;nan;11126.0;18657.0;2013-09-01;21:00;Définitif;Définitif;nan
07015;20130109210000;101940.0;-40.0;8.0;0.0;0.0;279.95;279.85;99.0;1500.0;10.0;5.0;4.0;100.0;8.0;150.0;36.0;61.0;60.0;101360.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1104.0;3100.0;nan;8.0;7.0;150.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;7531.0;11126.0;nan;11126.0;18657.0;2013-09-01;21:00;Définitif;Définitif;nan
07020;20130109210000;102040.0;-30.0;8.0;190.0;2.1;282.35;281.75;96.0;6000.0;2.0;4.0;2.0;100.0;8.0;450.0;36.0;61.0;60.0;101770.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1104.0;nan;nan;8.0;7.0;390.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;PTE DE LA HAGUE;49.725167;-1.939833;6.0;Normandie;28;4306.0;6119.0;nan;6119.0;10425.0;2013-09-01;21:00;Définitif;Définitif;nan
07027;20130109210000;102020.0;-20.0;8.0;160.0;1.5;280.35;279.75;96.0;1600.0;10.0;nan;nan;100.0;nan;250.0;nan;nan;nan;101190.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.1;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1102.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;CAEN-CARPIQUET;49.18;-0.456167;67.0;Normandie;28;4306.0;6119.0;nan;6119.0;10425.0;2013-09-01;21:00;Définitif;Définitif;nan
07037;20130109210000;102010.0;-40.0;8.0;250.0;0.5;279.65;279.25;97.0;100.0;45.0;nan;nan;101.0;nan;nan;62.0;61.0;60.0;100140.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.1;-10.0;nan;nan;nan;nan;0.0;0.2;nan;nan;nan;710.0;1102.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ROUEN-BOOS;49.383;1.181667;151.0;Normandie;28;4306.0;6119.0;nan;6119.0;10425.0;2013-09-01;21:00;Définitif;Définitif;nan
07072;20130109210000;102050.0;-60.0;6.0;190.0;1.0;277.15;276.25;94.0;8000.0;0.0;nan;nan;100.0;nan;250.0;nan;nan;nan;100870.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.1;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1102.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;REIMS-PRUNAY;49.209667;4.155333;95.0;Grand Est;44;6906.0;11374.0;nan;11374.0;18280.0;2013-09-01;21:00;Définitif;Définitif;nan
07110;20130109210000;101960.0;-10.0;8.0;200.0;2.1;283.15;282.85;98.0;3500.0;10.0;2.0;2.0;100.0;8.0;450.0;35.0;61.0;60.0;100810.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.6;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1103.0;3100.0;nan;4.0;7.0;300.0;7.0;6.0;600.0;nan;nan;nan;nan;nan;nan;;BREST-GUIPAVAS;48.444167;-4.412;94.0;Bretagne;53;3323.0;2348.0;nan;2348.0;5671.0;2013-09-01;21:00;Définitif;Définitif;nan
07117;20130109210000;101930.0;-30.0;8.0;230.0;1.5;283.95;283.35;96.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;101230.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.1;-10.0;nan;nan;nan;nan;0.0;0.2;nan;nan;nan;710.0;1102.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;PLOUMANAC'H;48.825833;-3.473167;55.0;Bretagne;53;3323.0;2348.0;nan;2348.0;5671.0;2013-09-01;21:00;Définitif;Définitif;nan
07130;20130109210000;102050.0;-50.0;8.0;190.0;2.1;281.35;281.05;98.0;2600.0;10.0;nan;nan;100.0;nan;80.0;nan;nan;nan;101520.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;RENNES-ST JACQUES;48.068833;-1.734;36.0;Bretagne;53;3323.0;2348.0;nan;2348.0;5671.0;2013-09-01;21:00;Définitif;Définitif;nan
07139;20130109210000;102100.0;-30.0;8.0;200.0;2.1;277.85;277.55;98.0;1500.0;10.0;nan;nan;100.0;nan;80.0;nan;nan;nan;100320.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.1;-10.0;nan;nan;nan;nan;0.0;0.2;nan;nan;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ALENCON;48.4455;0.110167;143.0;Normandie;28;4306.0;6119.0;nan;6119.0;10425.0;2013-09-01;21:00;Définitif;Définitif;nan
07168;20130109210000;102170.0;-40.0;8.0;180.0;2.1;275.45;274.85;96.0;2100.0;60.0;nan;nan;100.0;nan;150.0;nan;nan;nan;100690.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.6;-10.0;nan;0.0;nan;nan;0.2;0.2;nan;nan;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;TROYES-BARBEREY;48.324667;4.02;112.0;Grand Est;44;6906.0;11374.0;nan;11374.0;18280.0;2013-09-01;21:00;Définitif;Définitif;nan
07181;20130109210000;102130.0;-60.0;8.0;210.0;3.1;273.75;273.45;98.0;2500.0;51.0;nan;nan;100.0;nan;80.0;nan;nan;nan;97880.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;nan;nan;nan;nan;0.0;0.2;nan;nan;nan;710.0;1105.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;NANCY-OCHEY;48.581;5.959833;336.0;Grand Est;44;6906.0;11374.0;nan;11374.0;18280.0;2013-09-01;21:00;Définitif;Définitif;nan
07190;20130109210000;102130.0;-40.0;8.0;190.0;2.1;274.55;273.95;96.0;4800.0;61.0;nan;nan;100.0;nan;450.0;nan;nan;nan;100240.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;nan;nan;0.4;0.4;nan;nan;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;STRASBOURG-ENTZHEIM;48.5495;7.640333;150.0;Grand Est;44;6906.0;11374.0;nan;11374.0;18280.0;2013-09-01;21:00;Définitif;Définitif;nan
07207;20130109210000;102080.0;-30.0;8.0;210.0;4.6;283.95;282.85;93.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;101560.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.7;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1108.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;BELLE ILE-LE TALUT;47.294333;-3.218333;34.0;Bretagne;53;3323.0;2348.0;nan;2348.0;5671.0;2013-09-01;21:00;Définitif;Définitif;nan
07222;20130109210000;102140.0;10.0;4.0;190.0;3.1;280.95;280.85;99.0;5000.0;20.0;5.0;2.0;100.0;7.0;250.0;37.0;61.0;60.0;101820.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.6;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1105.0;nan;nan;7.0;7.0;180.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;NANTES-BOUGUENAIS;47.15;-1.608833;26.0;Pays de la Loire;52;4058.0;4459.0;nan;4459.0;8517.0;2013-09-01;21:00;Définitif;Définitif;nan
07240;20130109210000;102180.0;-50.0;8.0;210.0;2.6;277.25;276.85;97.0;3000.0;10.0;2.0;2.0;100.0;8.0;80.0;36.0;61.0;60.0;100790.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.1;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1104.0;3100.0;nan;8.0;7.0;90.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;TOURS;47.4445;0.727333;108.0;Centre-Val de Loire;24;3032.0;3343.0;nan;3343.0;6375.0;2013-09-01;21:00;Définitif;Définitif;nan
07255;20130109210000;102240.0;-60.0;8.0;170.0;2.1;275.55;274.55;93.0;15000.0;0.0;nan;nan;100.0;nan;250.0;nan;nan;nan;100170.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.1;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;BOURGES;47.059167;2.359833;161.0;Centre-Val de Loire;24;3032.0;3343.0;nan;3343.0;6375.0;2013-09-01;21:00;Définitif;Définitif;nan
07299;20130109210000;102140.0;-80.0;8.0;250.0;2.6;273.75;272.15;89.0;10000.0;2.0;1.0;1.0;100.0;8.0;250.0;36.0;61.0;60.0;98740.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.7;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1108.0;3100.0;nan;8.0;7.0;240.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;BALE-MULHOUSE;47.614333;7.51;263.0;Grand Est;44;6906.0;11374.0;nan;11374.0;18280.0;2013-09-01;21:00;Définitif;Définitif;nan
