numer_sta;date;pmer;tend;cod_tend;dd;ff;t;vv;ww
07577;20130114030000;nan;16.798571428571428;-3.197142857142857;39.53999999999999;-0.39142857142857146;-7.112857142857138;nan;nan
07591;20130114030000;nan;3.9414285714285713;-2.0542857142857143;29.539999999999992;-0.7628571428571429;-7.298571428571449;nan;nan
07607;20130114030000;nan;1.0842857142857145;-2.0542857142857143;30.96857142857141;-0.1771428571428575;-7.012857142857172;nan;nan
07621;20130114030000;nan;9.655714285714286;-1.6257142857142854;25.254285714285714;-0.39142857142857146;-6.284285714285716;nan;nan
07627;20130114030000;nan;19.655714285714286;-1.4828571428571427;63.82571428571427;0.28000000000000025;-6.155714285714282;nan;nan
07630;20130114030000;116.76571428570605;19.655714285714286;-1.197142857142857;96.68285714285716;1.2371428571428567;-4.970000000000027;nan;nan
07643;20130114030000;-86.09142857143888;19.655714285714286;-1.4828571428571427;106.68285714285716;1.751428571428571;-4.841428571428594;nan;nan
07650;20130114030000;-167.52000000000407;16.798571428571428;-1.9114285714285715;110.96857142857144;1.6799999999999997;-4.21285714285716;nan;nan
07661;20130114030000;-347.5200000000041;35.37;-2.911428571428571;78.11142857142855;1.9085714285714284;-3.755714285714305;27757.322857142855;-12.162857142857142
07690;20130114030000;-528.9485714285693;43.94142857142857;-3.0542857142857143;70.96857142857141;1.322857142857143;-3.427142857142883;25757.322857142855;-11.877142857142857
07747;20130114030000;-537.5200000000041;nan;nan;55.254285714285714;0.5800000000000001;-0.5128571428571718;nan;nan
07761;20130114030000;-486.0914285714389;nan;nan;39.53999999999999;-0.5342857142857147;2.572857142857117;nan;nan
07790;20130114030000;-413.23428571429395;nan;nan;15.254285714285714;-1.4057142857142857;5.872857142857129;nan;nan
61968;20130114030000;nan;nan;nan;-16.17428571428573;-0.8914285714285715;8.930000000000007;nan;nan
61970;20130114030000;nan;nan;nan;-43.31714285714287;-0.8914285714285715;11.458571428571418;nan;nan
61972;20130114030000;nan;nan;nan;-14.745714285714286;-0.5342857142857147;13.14428571428573;nan;nan
61976;20130114030000;nan;nan;nan;-10.460000000000008;0.2657142857142851;13.64428571428573;nan;nan
61980;20130114030000;nan;nan;nan;0.9685714285714084;1.7371428571428567;10.31571428571425;nan;nan
61996;20130114030000;nan;nan;nan;18.111428571428576;1.9657142857142853;10.301428571428573;nan;nan
61997;20130114030000;nan;nan;nan;35.254285714285714;1.9657142857142853;6.801428571428573;nan;nan
61998;20130114030000;22.479999999995925;nan;nan;19.539999999999992;0.7228571428571424;6.158571428571406;nan;nan
67005;20130114030000;11.051428571430733;nan;nan;8.111428571428576;1.1657142857142855;6.087142857142851;nan;nan
71805;20130114030000;-41.8057142857142;nan;nan;-23.31714285714287;0.7371428571428575;6.615714285714262;nan;nan
78897;20130114030000;-93.23428571429395;nan;nan;-57.60285714285715;-0.362857142857143;8.415714285714273;nan;nan
78922;20130114030000;-14.662857142859139;nan;nan;-77.60285714285715;-1.9057142857142857;11.20142857142855;nan;nan
78925;20130114030000;-16.091428571438882;nan;nan;-121.88857142857144;-2.3485714285714288;10.472857142857151;nan;nan
81401;20130114030000;-396.0914285714389;nan;nan;-141.88857142857142;-0.52;9.930000000000007;nan;nan
81405;20130114030000;-366.0914285714389;nan;nan;-110.46000000000001;-0.3057142857142856;6.401428571428539;nan;nan
81408;20130114030000;-337.5200000000041;nan;nan;-74.7457142857143;-0.8199999999999998;2.087142857142851;nan;nan
89642;20130114030000;-293.23428571429395;nan;nan;-37.60285714285715;-0.6057142857142859;-0.3557142857142708;nan;nan
07005;20130114060000;-203.23428571429395;nan;nan;-1.8885714285714243;-0.3057142857142856;-3.569999999999993;nan;nan
07015;20130114060000;-118.94857142856927;nan;nan;29.539999999999992;-0.1628571428571428;-7.012857142857172;nan;nan
07020;20130114060000;-57.520000000004075;-110.3442857142857;1.517142857142857;75.25428571428571;0.5657142857142858;-10.498571428571438;nan;nan
07027;20130114060000;392.4799999999959;-103.20142857142856;1.2314285714285713;98.11142857142855;-1.1914285714285717;-9.812857142857126;nan;nan
07037;20130114060000;398.1942857142858;-121.77285714285713;1.517142857142857;90.96857142857144;-0.8914285714285715;-8.898571428571415;nan;nan
07072;20130114060000;425.33714285714086;-127.48714285714286;1.6600000000000001;83.82571428571427;-1.1914285714285717;-7.769999999999982;nan;nan
07110;20130114060000;423.9085714285611;-110.3442857142857;1.6600000000000001;55.254285714285714;-1.5628571428571432;-8.32714285714286;-7642.677142857143;4.837142857142858
07117;20130114060000;413.9085714285611;-97.48714285714286;1.517142857142857;60.96857142857141;-1.4914285714285715;-8.727142857142894;-6171.24857142857;-5.02
07130;20130114060000;386.76571428570605;-83.20142857142856;1.088571428571429;62.39714285714285;-0.9771428571428573;-8.68428571428575;-8099.82;-2.4485714285714284
07139;20130114060000;372.4799999999959;-78.91571428571429;0.8028571428571434;65.25428571428571;-1.3342857142857145;-8.812857142857183;-7528.391428571429;-2.4485714285714284
07149;20130114060000;306.76571428570605;-57.48714285714286;0.37428571428571455;79.53999999999999;-1.3342857142857145;-9.527142857142849;-6885.534285714286;-9.59142857142857
07168;20130114060000;329.622857142851;-51.77285714285715;0.23142857142857132;83.82571428571427;-1.705714285714286;-9.21285714285716;-7028.391428571429;-0.8771428571428572
07181;20130114060000;335.33714285714086;-50.34428571428572;0.23142857142857132;50.96857142857141;-1.8485714285714288;-9.398571428571415;-7171.24857142857;-0.4485714285714284
07190;20130114060000;346.76571428570605;-36.058571428571426;-0.19714285714285662;83.82571428571427;-1.7771428571428571;-9.470000000000027;-5028.391428571429;-0.30571428571428605
07207;20130114060000;343.9085714285611;-27.487142857142857;-0.48285714285714265;88.11142857142855;-1.92;-9.155714285714282;-6028.391428571429;-0.30571428571428605
07222;20130114060000;318.1942857142858;-28.915714285714284;-0.48285714285714265;88.11142857142855;-2.1342857142857143;-8.85571428571427;-5099.82;-3.162857142857142
07240;20130114060000;299.622857142851;-31.77285714285714;-0.19714285714285662;86.68285714285716;-2.291428571428572;-8.569999999999993;-6099.82;-0.019999999999999574
07255;20130114060000;385.33714285714086;-38.91571428571429;0.08857142857142897;88.11142857142855;-1.8485714285714288;-7.741428571428571;-4814.1057142857135;0.2657142857142869
07280;20130114060000;373.9085714285611;-13.201428571428572;-0.33999999999999986;105.25428571428571;-1.62;-8.270000000000039;nan;-8.162857142857142
07299;20130114060000;363.9085714285611;9.655714285714286;-0.7685714285714282;155.25428571428571;-1.2485714285714287;-8.79857142857145;nan;-8.162857142857142
07314;20130114060000;315.33714285714086;13.941428571428574;-0.7685714285714282;113.82571428571427;-1.2485714285714287;-8.68428571428575;nan;-8.448571428571428
07335;20130114060000;nan;18.22714285714286;-0.7685714285714282;109.53999999999999;-1.177142857142857;-8.884285714285738;nan;-8.734285714285715
07434;20130114060000;nan;22.512857142857143;-0.7685714285714282;110.96857142857144;-1.0342857142857143;-8.71285714285716;nan;-8.448571428571428
07460;20130114060000;nan;32.51285714285714;-1.0542857142857143;109.53999999999999;-0.8057142857142856;-8.198571428571427;nan;-11.305714285714286
07471;20130114060000;nan;48.22714285714285;-1.3399999999999999;102.39714285714282;-1.0342857142857143;-8.769999999999982;nan;-8.734285714285715
07481;20130114060000;nan;43.94142857142857;-1.0542857142857143;103.82571428571427;0.137142857142857;-8.984285714285704;nan;-9.02
07510;20130114060000;nan;43.94142857142857;-1.0542857142857143;58.111428571428576;0.5800000000000001;-7.927142857142883;nan;-9.162857142857142
07535;20130114060000;nan;38.22714285714285;-0.7685714285714282;59.53999999999999;0.7371428571428575;-8.755714285714305;nan;-9.305714285714284
07558;20130114060000;nan;28.227142857142855;-0.7685714285714282;52.39714285714285;0.6657142857142855;-8.055714285714316;nan;-9.305714285714284
07577;20130114060000;nan;15.370000000000001;-0.48285714285714265;39.53999999999999;0.5228571428571431;-7.9557142857142935;nan;-9.59142857142857
07591;20130114060000;nan;9.655714285714286;-0.7685714285714282;35.254285714285714;0.5228571428571431;-7.912857142857149;nan;-2.734285714285713
07607;20130114060000;nan;3.9414285714285713;-0.7685714285714282;32.39714285714285;0.5942857142857143;-7.4557142857142935;nan;-5.591428571428571
07621;20130114060000;nan;-0.3442857142857143;-0.7685714285714282;25.254285714285714;-0.2200000000000002;-6.569999999999993;nan;-5.305714285714285
07627;20130114060000;nan;-0.3442857142857143;-0.7685714285714282;62.39714285714285;0.43714285714285683;-6.484285714285704;nan;-5.305714285714285
07630;20130114060000;125.33714285714086;1.0842857142857145;-1.197142857142857;99.53999999999999;1.6085714285714285;-5.198571428571427;13614.465714285714;-5.02
07643;20130114060000;-78.94857142856927;-0.3442857142857143;-0.9114285714285715;108.11142857142855;1.6085714285714285;-5.098571428571404;19471.608571428573;-4.734285714285713
07650;20130114060000;-167.52000000000407;-6.058571428571429;-0.9114285714285715;116.68285714285716;2.637142857142857;-4.512857142857115;16614.465714285714;-4.448571428571428
07661;20130114060000;-331.8057142857142;11.084285714285713;-0.6257142857142854;82.39714285714282;2.4942857142857147;-3.9414285714285597;17328.751428571428;-11.305714285714286
07690;20130114060000;-496.0914285714389;28.227142857142855;-0.6257142857142854;90.96857142857144;2.0514285714285716;-3.5414285714285825;17471.608571428573;-11.02
07747;20130114060000;-493.23428571429395;nan;nan;66.68285714285713;1.6942857142857148;-0.37000000000000455;nan;nan
07761;20130114060000;-443.23428571429395;nan;nan;40.96857142857141;0.43714285714285683;2.901428571428596;nan;nan
07790;20130114060000;-370.377142857149;nan;nan;12.397142857142853;-0.3771428571428572;6.78714285714284;nan;nan
61968;20130114060000;-246.09142857143888;nan;nan;-19.03142857142859;0.4942857142857138;10.358571428571452;nan;nan
61970;20130114060000;-161.8057142857142;nan;nan;-24.745714285714286;0.12285714285714278;12.044285714285706;nan;nan
61972;20130114060000;-47.520000000004075;nan;nan;3.8257142857142696;2.0228571428571422;12.915714285714273;nan;nan
61980;20130114060000;-38.94857142856927;nan;nan;-11.888571428571424;2.9085714285714284;12.67285714285714;nan;nan
61996;20130114060000;-17.520000000004075;nan;nan;-10.460000000000008;3.8657142857142857;12.158571428571406;nan;nan
61997;20130114060000;21.051428571430733;nan;nan;-16.17428571428573;4.022857142857142;8.629999999999995;nan;nan
61998;20130114060000;65.33714285714086;nan;nan;10.968571428571408;3.437142857142857;7.1299999999999955;nan;nan
67005;20130114060000;68.1942857142858;nan;nan;5.2542857142857144;3.2228571428571433;6.301428571428573;nan;nan
71805;20130114060000;-7.5200000000040745;nan;nan;-27.602857142857147;2.265714285714286;6.872857142857129;nan;nan
78897;20130114060000;-66.09142857143888;nan;nan;-56.174285714285716;0.20857142857142907;8.415714285714273;nan;nan
78922;20130114060000;-7.5200000000040745;nan;nan;-53.31714285714287;-0.8199999999999998;10.944285714285684;nan;nan
78925;20130114060000;-43.23428571429395;nan;nan;-31.888571428571424;-2.0771428571428574;10.55857142857144;nan;nan
81401;20130114060000;-468.94857142856927;nan;nan;-29.03142857142859;-0.17714285714285705;9.901428571428596;nan;nan
81405;20130114060000;-446.0914285714389;nan;nan;-46.17428571428573;0.0514285714285716;6.529999999999973;nan;nan
81408;20130114060000;-420.377142857149;nan;nan;-29.03142857142859;-0.8342857142857145;2.730000000000018;nan;nan
89642;20130114060000;-393.23428571429395;nan;nan;-3.317142857142869;-0.6057142857142859;0.2871428571428396;nan;nan
07005;20130114090000;-300.377142857149;nan;nan;19.539999999999992;-0.3771428571428572;-2.9700000000000273;nan;nan
07015;20130114090000;-204.66285714285914;nan;nan;16.68285714285713;-0.23428571428571443;-6.3700000000000045;nan;nan
07020;20130114090000;-113.23428571429395;-57.48714285714286;1.2314285714285713;25.254285714285714;-0.005714285714285339;-9.927142857142883;nan;nan
07027;20130114090000;363.9085714285611;-30.344285714285714;0.5171428571428569;18.111428571428576;-2.1342857142857143;-9.084285714285727;nan;nan
07037;20130114090000;376.76571428570605;-21.77285714285714;0.37428571428571455;36.68285714285713;-2.0628571428571427;-7.71285714285716;nan;nan
07072;20130114090000;408.1942857142858;-18.915714285714287;0.08857142857142897;38.111428571428576;-1.9914285714285715;-6.82714285714286;nan;nan
07110;20130114090000;432.4799999999959;6.798571428571429;-0.9114285714285715;29.539999999999992;-2.2199999999999998;-7.5414285714285825;-4528.391428571429;-2.5914285714285707
07117;20130114090000;438.1942857142858;21.084285714285716;-1.4828571428571427;45.254285714285714;-2.291428571428572;-8.069999999999993;-3814.1057142857135;-12.305714285714286
07130;20130114090000;426.76571428570605;36.79857142857143;-2.0542857142857143;59.53999999999999;-2.0628571428571427;-8.184285714285693;-5385.534285714286;-12.02
07139;20130114090000;411.05142857143073;35.37;-1.7685714285714282;59.53999999999999;-2.1485714285714286;-8.184285714285693;-4385.534285714286;-12.02
07149;20130114090000;361.05142857143073;51.08428571428571;-1.7685714285714282;105.25428571428571;-1.9914285714285715;-9.012857142857172;-5956.962857142857;-12.162857142857142
07168;20130114090000;386.76571428570605;51.08428571428571;-1.7685714285714282;92.39714285714282;-2.1342857142857143;-9.198571428571427;-5956.962857142857;-12.162857142857142
07181;20130114090000;398.1942857142858;56.79857142857143;-2.0542857142857143;89.53999999999999;-2.1342857142857143;-9.370000000000005;-6099.82;-11.877142857142857
07190;20130114090000;412.4799999999959;59.65571428571429;-1.6257142857142854;106.68285714285716;-2.2057142857142855;-9.412857142857149;-4814.1057142857135;-12.162857142857142
07207;20130114090000;418.1942857142858;68.22714285714287;-1.6257142857142854;105.25428571428571;-2.0628571428571427;-9.170000000000016;-4671.24857142857;-11.877142857142857
07222;20130114090000;398.1942857142858;72.51285714285714;-1.6257142857142854;105.25428571428571;-1.9914285714285715;-8.755714285714305;-3385.534285714286;-12.162857142857142
07240;20130114090000;382.4799999999959;75.37;-1.9114285714285715;108.11142857142855;-1.9057142857142857;-8.512857142857172;-5028.391428571429;-2.162857142857142
07255;20130114090000;452.4799999999959;59.65571428571429;-2.197142857142857;108.11142857142855;-1.9914285714285715;-7.641428571428548;-4171.24857142857;-1.8771428571428572
07280;20130114090000;456.76571428570605;73.94142857142857;-2.4828571428571427;118.11142857142855;-2.1485714285714286;-8.398571428571415;nan;-1.8771428571428572
07299;20130114090000;458.1942857142858;86.79857142857144;-2.7685714285714287;139.54;-1.9914285714285715;-8.927142857142883;nan;-1.734285714285713
07314;20130114090000;429.622857142851;103.94142857142857;-2.7685714285714287;146.68285714285716;-1.5485714285714285;-8.927142857142883;nan;-1.4485714285714284
07335;20130114090000;nan;101.08428571428571;-2.4828571428571427;148.11142857142855;-1.62;-9.012857142857115;nan;8.265714285714285
07434;20130114090000;nan;98.22714285714287;-2.197142857142857;148.11142857142855;-1.4771428571428573;-8.82714285714286;nan;8.551428571428573
07460;20130114090000;nan;92.51285714285714;-2.197142857142857;102.39714285714282;-1.705714285714286;-8.127142857142871;nan;-1.305714285714286
07471;20130114090000;nan;106.79857142857144;-1.9114285714285715;96.68285714285716;-1.4771428571428573;-8.841428571428594;nan;-1.305714285714286
07481;20130114090000;nan;119.6557142857143;-2.0542857142857143;102.39714285714282;-1.1057142857142859;-8.984285714285704;nan;-1.5914285714285707
07510;20130114090000;nan;123.94142857142859;-1.7685714285714282;58.111428571428576;-0.52;-7.94142857142856;nan;-1.734285714285713
07535;20130114090000;nan;113.94142857142857;-2.0542857142857143;23.82571428571427;-0.9628571428571431;-8.184285714285693;nan;-2.0199999999999996
07558;20130114090000;nan;119.6557142857143;-2.34;20.96857142857141;-1.1914285714285717;-7.384285714285738;nan;-12.02
07577;20130114090000;nan;125.37;-2.34;13.82571428571427;-1.1914285714285717;-7.3700000000000045;nan;-3.5914285714285707
07591;20130114090000;nan;135.37;-2.0542857142857143;52.39714285714285;-0.5342857142857143;-7.627142857142871;nan;5.98
07607;20130114090000;nan;142.51285714285714;-2.0542857142857143;53.82571428571427;0.0514285714285716;-7.255714285714305;nan;5.694285714285716
07621;20130114090000;nan;139.65571428571428;-1.9114285714285715;50.96857142857141;0.2657142857142851;-6.127142857142871;nan;5.98
07627;20130114090000;nan;131.08428571428573;-1.9114285714285715;90.96857142857144;0.9942857142857138;-5.9557142857142935;nan;5.98
07630;20130114090000;275.33714285714086;136.79857142857142;-1.6257142857142854;118.11142857142855;2.251428571428572;-5.055714285714316;8757.322857142859;6.265714285714285
07643;20130114090000;63.90857142856112;129.65571428571428;-1.3399999999999999;88.11142857142855;2.6228571428571428;-4.4557142857142935;13900.18;6.551428571428573
07650;20130114090000;-27.520000000004075;128.22714285714287;-1.3399999999999999;90.96857142857144;2.8514285714285714;-3.8842857142857383;16185.894285714287;-1.8771428571428572
07661;20130114090000;-193.23428571429395;131.08428571428573;-1.6257142857142854;53.82571428571427;2.4228571428571426;-3.0128571428571718;18185.894285714283;-11.305714285714286
07690;20130114090000;-364.66285714285914;126.79857142857142;-1.6257142857142854;30.96857142857141;1.5371428571428574;-2.3985714285714153;23900.18;-11.02
07747;20130114090000;-396.0914285714389;nan;nan;15.254285714285714;0.951428571428572;0.5442857142857065;nan;nan
07761;20130114090000;-383.23428571429395;nan;nan;-20.460000000000008;-0.362857142857143;4.215714285714284;nan;nan
07790;20130114090000;-328.94857142856927;nan;nan;-44.745714285714286;-0.6628571428571428;7.4585714285714175;nan;nan
61968;20130114090000;-228.94857142856927;nan;nan;-46.17428571428573;0.15142857142857125;10.515714285714296;nan;nan
61972;20130114090000;-163.23428571429395;nan;nan;-54.7457142857143;0.2942857142857145;12.344285714285718;nan;nan
61976;20130114090000;-71.8057142857142;nan;nan;-21.888571428571424;1.9085714285714284;13.501428571428562;nan;nan
61980;20130114090000;-76.09142857143888;nan;nan;-11.888571428571424;2.4942857142857147;13.458571428571418;nan;nan
61996;20130114090000;-64.66285714285914;nan;nan;-0.46000000000000796;2.6514285714285712;13.187142857142874;nan;nan
61997;20130114090000;-8.948571428569267;nan;nan;29.539999999999992;2.4942857142857147;9.001428571428562;nan;nan
61998;20130114090000;35.33714285714086;nan;nan;13.82571428571427;1.3942857142857141;7.67285714285714;nan;nan
67005;20130114090000;45.33714285714086;nan;nan;8.111428571428576;1.3085714285714287;7.015714285714296;nan;nan
71805;20130114090000;-27.520000000004075;nan;nan;-20.460000000000008;0.6514285714285712;7.387142857142862;nan;nan
78897;20130114090000;-78.94857142856927;nan;nan;-31.888571428571424;-1.1914285714285717;8.415714285714273;nan;nan
78922;20130114090000;-21.805714285714203;nan;nan;-31.888571428571424;-1.7771428571428571;10.70142857142855;nan;nan
78925;20130114090000;-27.520000000004075;nan;nan;-69.03142857142858;-2.0771428571428574;10.087142857142851;nan;nan
81401;20130114090000;-460.377142857149;nan;nan;-91.88857142857144;0.4228571428571426;9.387142857142862;nan;nan
81405;20130114090000;-466.0914285714389;nan;nan;-67.60285714285715;1.008571428571428;6.687142857142874;nan;nan
81408;20130114090000;-468.94857142856927;nan;nan;-41.888571428571424;0.3514285714285714;3.072857142857117;nan;nan
89642;20130114090000;-487.5200000000041;nan;nan;-10.460000000000008;0.8657142857142857;1.0585714285714403;nan;nan
07005;20130114120000;-447.5200000000041;nan;nan;-7.602857142857147;1.5228571428571422;-1.7842857142857156;nan;nan
07015;20130114120000;-388.94857142856927;nan;nan;-11.888571428571424;1.9657142857142853;-5.127142857142871;nan;nan
07020;20130114120000;-318.94857142856927;-203.20142857142858;3.3742857142857146;32.39714285714285;2.265714285714285;-8.32714285714286;-3814.1057142857135;10.98
07027;20130114120000;141.05142857143073;-217.48714285714286;3.66;55.254285714285714;-0.0771428571428574;-6.970000000000027;-2956.9628571428566;17.408571428571427
07037;20130114120000;146.76571428570605;-226.0585714285714;3.66;69.53999999999999;0.06571428571428584;-5.798571428571449;-3671.2485714285704;25.694285714285716
07072;20130114120000;179.622857142851;-224.63;3.66;70.96857142857141;0.06571428571428584;-5.027142857142849;-3385.534285714286;25.40857142857143
07110;20130114120000;221.05142857143073;-206.0585714285714;3.66;63.82571428571427;-0.3771428571428572;-5.898571428571415;-4671.24857142857;19.98
07117;20130114120000;249.622857142851;-181.77285714285713;3.66;65.25428571428571;-1.0342857142857147;-6.269999999999982;-4099.82;19.837142857142855
07130;20130114120000;263.9085714285611;-157.48714285714286;3.66;79.53999999999999;-1.1057142857142859;-6.412857142857149;-4814.1057142857135;10.837142857142858
07139;20130114120000;253.90857142856112;-151.77285714285713;3.66;76.68285714285716;-1.1914285714285717;-6.641428571428548;-3528.391428571429;10.837142857142858
07149;20130114120000;219.622857142851;-136.0585714285714;3.66;89.53999999999999;-1.1914285714285717;-7.598571428571404;-2956.9628571428566;2.1228571428571428
07168;20130114120000;263.9085714285611;-117.48714285714286;3.66;93.82571428571427;-1.4057142857142857;-7.555714285714259;-2956.9628571428566;-6.162857142857143
07181;20130114120000;282.4799999999959;-110.3442857142857;3.66;92.39714285714282;-1.62;-7.584285714285727;-3814.1057142857135;-3.162857142857142
07190;20130114120000;299.622857142851;-107.48714285714286;3.66;93.82571428571427;-1.62;-7.5414285714285825;-3528.391428571429;-6.305714285714285
07207;20130114120000;318.1942857142858;-96.05857142857143;3.66;105.25428571428571;-1.2485714285714287;-7.569999999999993;-2671.2485714285704;-6.305714285714285
07222;20130114120000;295.33714285714086;-97.48714285714286;3.66;103.82571428571427;-1.2485714285714287;-7.184285714285693;900.1800000000003;-9.448571428571428
07240;20130114120000;282.4799999999959;-96.05857142857143;3.66;110.96857142857144;-1.0914285714285716;-6.998571428571438;-1171.2485714285704;0.5514285714285716
07255;20130114120000;349.622857142851;-101.77285714285713;3.66;90.96857142857144;-1.02;-6.284285714285716;-1314.1057142857135;9.265714285714285
07280;20130114120000;349.622857142851;-103.20142857142856;3.66;89.53999999999999;-1.1628571428571428;-6.984285714285704;nan;9.265714285714285
07299;20130114120000;362.4799999999959;-88.91571428571429;3.66;102.39714285714282;-1.3199999999999998;-7.741428571428571;nan;6.694285714285716
07314;20130114120000;349.622857142851;-73.20142857142856;3.66;112.39714285714282;-1.3914285714285715;-7.855714285714271;nan;6.98
07335;20130114120000;nan;-77.48714285714286;3.66;113.82571428571427;-1.1057142857142859;-8.141428571428548;nan;6.694285714285716
07434;20130114120000;nan;-77.48714285714286;3.66;120.96857142857144;-0.8914285714285715;-8.05571428571426;nan;9.694285714285716
07460;20130114120000;nan;-87.48714285714286;3.66;109.53999999999999;-1.12;-7.184285714285693;nan;0.12285714285714278
07471;20130114120000;nan;-73.20142857142856;3.66;123.82571428571427;-1.048571428571429;-7.684285714285693;nan;-8.305714285714284
07481;20130114120000;nan;-61.77285714285715;3.66;125.25428571428571;0.0514285714285716;-8.21285714285716;nan;-8.59142857142857
07510;20130114120000;nan;-64.63;3.66;82.39714285714282;0.6514285714285712;-7.298571428571449;nan;-8.734285714285715
07535;20130114120000;nan;-74.63;3.66;69.53999999999999;0.5800000000000001;-6.912857142857149;nan;-9.02
07558;20130114120000;nan;-81.77285714285713;3.66;60.96857142857141;0.06571428571428584;-5.927142857142883;nan;-9.02
07577;20130114120000;nan;-93.20142857142856;3.66;49.53999999999999;-0.21999999999999975;-5.5414285714285825;nan;-4.734285714285713
07591;20130114120000;nan;-84.63;3.66;55.254285714285714;0.008571428571428896;-6.012857142857172;nan;nan
07607;20130114120000;nan;-84.63;3.66;52.39714285714285;0.5228571428571431;-5.884285714285738;nan;nan
07621;20130114120000;nan;-87.48714285714286;3.66;55.254285714285714;-0.06285714285714317;-4.5414285714285825;nan;nan
07627;20130114120000;nan;-90.3442857142857;3.66;98.11142857142855;1.322857142857143;-4.241428571428571;nan;nan
07630;20130114120000;169.622857142851;-97.48714285714286;3.66;109.53999999999999;2.637142857142857;-3.741428571428571;nan;nan
07643;20130114120000;-28.948571428569267;-84.63;3.66;86.68285714285716;3.008571428571429;-3.1271428571428714;nan;nan
07650;20130114120000;-118.94857142856927;-88.91571428571429;3.66;92.39714285714282;4.322857142857143;-2.9557142857142935;nan;nan
07661;20130114120000;-267.5200000000041;-73.20142857142856;2.517142857142857;95.25428571428571;4.165714285714286;-1.8414285714285938;17471.608571428573;-8.59142857142857
07690;20130114120000;-440.377142857149;-74.63;2.517142857142857;66.68285714285713;3.58;-0.5414285714285825;21757.322857142855;-8.305714285714284
07747;20130114120000;-483.23428571429395;nan;nan;48.111428571428576;2.837142857142857;2.5442857142857065;nan;nan
07761;20130114120000;-464.66285714285914;nan;nan;55.254285714285714;1.08;5.972857142857151;nan;nan
07790;20130114120000;-411.8057142857142;nan;nan;65.25428571428571;-0.1628571428571428;9.40142857142854;nan;nan
61968;20130114120000;-344.66285714285914;nan;nan;68.11142857142858;0.28000000000000025;11.78714285714284;nan;nan
61970;20130114120000;-356.0914285714389;nan;nan;35.254285714285714;-0.0771428571428574;15.244285714285695;nan;nan
61972;20130114120000;-213.23428571429395;nan;nan;22.397142857142853;0.5228571428571431;16.272857142857106;nan;nan
61976;20130114120000;-108.94857142856927;nan;nan;53.82571428571427;1.6228571428571428;16.687142857142817;nan;nan
61980;20130114120000;-108.94857142856927;nan;nan;60.96857142857141;2.58;13.20142857142855;nan;nan
61996;20130114120000;-123.23428571429395;nan;nan;38.111428571428576;2.2800000000000002;12.772857142857106;nan;nan
61997;20130114120000;-50.37714285714901;nan;nan;23.82571428571427;2.2800000000000002;8.55857142857144;nan;nan
61998;20130114120000;29.62285714285099;nan;nan;8.111428571428576;1.2514285714285718;7.844285714285718;nan;nan
67005;20130114120000;73.90857142856112;nan;nan;3.8257142857142696;0.8799999999999999;7.344285714285718;nan;nan
71805;20130114120000;22.479999999995925;nan;nan;-24.745714285714286;0.28000000000000025;8.430000000000007;nan;nan
78897;20130114120000;5.3371428571408615;nan;nan;-69.03142857142858;-1.262857142857143;9.887142857142862;nan;nan
78922;20130114120000;58.1942857142858;nan;nan;-69.03142857142858;-2.291428571428572;12.487142857142828;nan;nan
78925;20130114120000;99.62285714285099;nan;nan;-97.60285714285715;-2.434285714285714;11.872857142857129;nan;nan
81401;20130114120000;75.33714285714086;nan;nan;-134.74571428571429;-2.805714285714286;14.987142857142828;nan;nan
81405;20130114120000;-394.66285714285914;nan;nan;-119.03142857142858;0.49428571428571466;11.601428571428585;nan;nan
81408;20130114120000;-464.66285714285914;nan;nan;-103.31714285714287;0.28000000000000025;7.829999999999984;nan;nan
81415;20130114120000;-520.377142857149;nan;nan;-80.46000000000001;0.7942857142857145;4.258571428571429;nan;nan
89642;20130114120000;-563.234285714294;nan;nan;-34.745714285714286;1.9657142857142853;1.7300000000000182;nan;nan
07005;20130114150000;-587.5200000000041;nan;nan;-39.03142857142859;2.708571428571428;-1.1557142857142821;nan;nan
07015;20130114150000;-590.377142857149;nan;nan;-13.31714285714287;3.522857142857143;-4.698571428571427;nan;nan
07020;20130114150000;-576.0914285714389;-258.9157142857143;1.6600000000000001;19.539999999999992;3.6657142857142855;-8.041428571428582;nan;nan
07027;20130114150000;-140.377142857149;-283.20142857142855;1.6600000000000001;48.111428571428576;1.0942857142857143;-6.655714285714282;nan;nan
07037;20130114150000;-121.8057142857142;-270.3442857142857;1.6600000000000001;66.68285714285713;1.1657142857142855;-5.527142857142849;nan;nan
07072;20130114150000;-100.37714285714901;-281.77285714285716;1.6600000000000001;70.96857142857141;1.0228571428571422;-4.584285714285727;nan;nan
07110;20130114150000;-57.520000000004075;-278.9157142857143;1.6600000000000001;56.68285714285713;0.5800000000000001;-5.341428571428594;-2242.677142857143;8.122857142857143
07117;20130114150000;-7.5200000000040745;-257.4871428571429;1.6600000000000001;53.82571428571427;0.3514285714285714;-5.898571428571415;-814.1057142857135;-0.30571428571428605
07130;20130114150000;48.1942857142858;-217.48714285714286;1.6600000000000001;65.25428571428571;-0.020000000000000462;-6.0414285714285825;-99.81999999999971;-0.4485714285714284
07139;20130114150000;51.05142857143073;-204.63;1.517142857142857;66.68285714285713;-0.020000000000000462;-6.32714285714286;614.4657142857141;-0.4485714285714284
